"","ID","TotID","Year","Plot","SPP","Status","RWI.x","gini.x","PmET.x","CMD.x","tCWD.x","mTMX.x","mTMN.x","tPPT.x","TerraDEF.x","TerraPDSI.x","cindex.x","mHSF.x","sdHSF.x","mLumenLength.x","sdLumenLength.x","mdblwall.x","sddblwall.x","mHSFsl.x","sdHSFsl.x","c(TotID)","RWI","gini","PmET","CMD","tCWD","mTMX","mTMN","tPPT","TerraDEF","TerraPDSI","cindex","mHSF","sdHSF","mLumenLength","sdLumenLength","mdblwall","sddblwall","mHSFsl","sdHSFsl","RWI.x1","gini.x1","PmET.x1","CMD.x1","tCWD.x1","mTMX.x1","mTMN.x1","tPPT.x1","TerraDEF.x1","TerraPDSI.x1","cindex.x1","mHSF.x1","sdHSF.x1","mLumenLength.x1","sdLumenLength.x1","RWI.x2","gini.x2","PmET.x2","CMD.x2","tCWD.x2","mTMX.x2","mTMN.x2","tPPT.x2","TerraDEF.x2","TerraPDSI.x2","cindex.x2","mHSF.x2","sdHSF.x2","mLumenLength.x2","sdLumenLength.x2","RWIDEF","RWIDEF1","RWIPET","RWIPET1","RWICWD","RWICWD1","RWICMD","RWICMD1","RWIPDSI","RWIPDSI1","RWITMN","RWITMN1","mHSFDEF","mHSFDEF1","mHSFPET","mHSFPET1","mHSFCWD","mHSFCWD1","mHSFCMD","mHSFCMD1","mHSFPDSI","mHSFPDSI1","mHSFTMN","mHSFTMN1","HSFgini"
"TJ1332","TJ1332",4651,2017,"TJ1","ABMA",0,1.21593653662658,0.268,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21593653662658,0.268,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,1.21593653662658,0.268,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1345","TJ1345",4652,2017,"TJ1","PIJE",0,1.14184987594184,0.263,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14184987594184,0.263,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,1.14184987594184,0.263,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1350","TJ1350",4653,2017,"TJ1","PIJE",0,2.24551593381262,0.409,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24551593381262,0.409,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,2.24551593381262,0.409,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1354","TJ1354",4654,2017,"TJ1","PIJE",0,0.432637561065602,0.371,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432637561065602,0.371,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,0.432637561065602,0.371,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1358","TJ1358",4655,2017,"TJ1","ABMA",0,1.06770800086506,0.094,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06770800086506,0.094,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,1.06770800086506,0.094,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1DT1","TJ1DT1",4656,2017,"TJ1","PIJE",1,1.19240446297491,0.374,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19240446297491,0.374,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,1.19240446297491,0.374,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1DT2","TJ1DT2",4657,2017,"TJ1","PIJE",1,0.832342172059433,0.398,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832342172059433,0.398,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,0.832342172059433,0.398,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1OP1","TJ1OP1",4658,2017,"TJ1","PIJE",0,0.70234073790361,0.27,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70234073790361,0.27,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,0.70234073790361,0.27,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1OP2","TJ1OP2",4659,2017,"TJ1","PIJE",0,1.20645209252934,0.363,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20645209252934,0.363,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,1.20645209252934,0.363,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1OP3","TJ1OP3",4660,2017,"TJ1","PIJE",0,1.12402649180881,0.388,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12402649180881,0.388,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,1.12402649180881,0.388,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1OP4","TJ1OP4",4661,2017,"TJ1","PIJE",0,0.936548251412561,0.191,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.936548251412561,0.191,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,0.936548251412561,0.191,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1OP5","TJ1OP5",4662,2017,"TJ1","PIJE",0,1.19773703257606,0.192,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19773703257606,0.192,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,1.19773703257606,0.192,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1OP6","TJ1OP6",4663,2017,"TJ1","PIJE",0,0.938192369469929,0.271,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.938192369469929,0.271,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,0.938192369469929,0.271,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJP032","TJP032",4664,2017,"TJP","PIJE",0,0.871766944836364,0.271,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,3.088135717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871766944836364,0.271,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,3.088135717,NA,NA,NA,NA,0.871766944836364,0.271,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,3.088135717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TJP059","TJP059",4665,2017,"TJP","ABCO",0,1.27663182796599,0.172,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,30.43853925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27663182796599,0.172,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,30.43853925,NA,NA,NA,NA,1.27663182796599,0.172,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,30.43853925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJP080","TJP080",4666,2017,"TJP","PIJE",0,0.921913991474435,0.306,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,3.206811874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921913991474435,0.306,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,3.206811874,NA,NA,NA,NA,0.921913991474435,0.306,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,3.206811874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TJP081","TJP081",4667,2017,"TJP","PIJE",0,1.00222430434744,0.52,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,4.373631652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00222430434744,0.52,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,4.373631652,NA,NA,NA,NA,1.00222430434744,0.52,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,4.373631652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TJP082","TJP082",4668,2017,"TJP","PIJE",0,0.808750308743422,0.421,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,5.47233907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808750308743422,0.421,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,5.47233907,NA,NA,NA,NA,0.808750308743422,0.421,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,5.47233907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJP083","TJP083",4669,2017,"TJP","PIPO",0,0.743592351865149,0.454,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,7.454235044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743592351865149,0.454,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,7.454235044,NA,NA,NA,NA,0.743592351865149,0.454,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,7.454235044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJP095","TJP095",4670,2017,"TJP","PIPO",0,0.662668476697096,0.125,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,5.551772268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662668476697096,0.125,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,5.551772268,NA,NA,NA,NA,0.662668476697096,0.125,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,5.551772268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJP446","TJP446",4671,2017,"TJP","PIJE",0,0.928493689035383,0.377,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,8.2170905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.928493689035383,0.377,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,8.2170905,NA,NA,NA,NA,0.928493689035383,0.377,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,8.2170905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TJP541","TJP541",4672,2017,"TJP","PIJE",0,0.813004355778401,0.378,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,5.288189013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.813004355778401,0.378,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,5.288189013,NA,NA,NA,NA,0.813004355778401,0.378,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,5.288189013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJP577","TJP577",4673,2017,"TJP","PIJE",0,1.24624619012642,0.309,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,2.975633948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24624619012642,0.309,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,2.975633948,NA,NA,NA,NA,1.24624619012642,0.309,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,2.975633948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJP699","TJP699",4674,2017,"TJP","PIJE",0,0.788445954111291,0.406,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788445954111291,0.406,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,0.788445954111291,0.406,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJPDTX","TJPDTX",4675,2017,"TJP","PIJE",1,1.18942710775835,0.439,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18942710775835,0.439,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,1.18942710775835,0.439,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TJPOP1","TJPOP1",4676,2017,"TJP","PIPO",0,0.738292136879442,0.407,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.738292136879442,0.407,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,0.738292136879442,0.407,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJPOP2","TJPOP2",4677,2017,"TJP","PIJE",0,0.838591771045501,0.321,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838591771045501,0.321,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,0.838591771045501,0.321,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TP1001","TP1001",4678,2017,"TP1","PIPO",0,1.1041888217188,0.188,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,2.400059077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1041888217188,0.188,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,2.400059077,NA,NA,NA,NA,1.1041888217188,0.188,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,2.400059077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TP1D10","TP1D10",4679,2017,"TP1","PIPO",1,0.392761456170377,0.126,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392761456170377,0.126,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,NA,NA,NA,NA,NA,0.392761456170377,0.126,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1062","SP1062",4474,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227742299898504,0.453959480600092,8.52468448275862,2.97502103773404,2.49553390804598,2.45116308738981,653.974894362137,614.616596360381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227742299898504,0.453959480600092,8.52468448275862,2.97502103773404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227742299898504,0.453959480600092,8.52468448275862,2.97502103773404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156
"SP1073","SP1073",4330,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31878211549521,0.533687430777334,8.73815313901345,4.86108993243438,2.2923466367713,2.02484130777829,2644.96295159876,2669.5495877233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31878211549521,0.533687430777334,8.73815313901345,4.86108993243438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31878211549521,0.533687430777334,8.73815313901345,4.86108993243438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12
"SP1087","SP1087",3894,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195611493374131,0.179780077720836,45.0815895470383,14.4970009061701,14.5140363530778,5.51211499945982,6691.05918446083,4790.35449016583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195611493374131,0.179780077720836,45.0815895470383,14.4970009061701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195611493374131,0.179780077720836,45.0815895470383,14.4970009061701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207
"SP1110","SP1110",4043,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619716234040383,1.51057463230054,5.69371549295775,4.27015765922258,3.18234366197183,3.98738224960344,1580.13477691236,2426.84057382328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619716234040383,1.51057463230054,5.69371549295775,4.27015765922258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619716234040383,1.51057463230054,5.69371549295775,4.27015765922258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075
"SJP092","SJP092",4466,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541142535733384,0.886785342128101,20.8431888888889,16.5064430362416,10.5862838709677,7.34791339098587,7121.6738873382,7231.71235383236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541142535733384,0.886785342128101,20.8431888888889,16.5064430362416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541142535733384,0.886785342128101,20.8431888888889,16.5064430362416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154
"SJP093","SJP093",3304,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260834954914198,0.287061326811137,26.9241618347339,11.930229464851,10.7896601890756,6.14897981417622,7031.1733911352,8478.98142779545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260834954914198,0.287061326811137,26.9241618347339,11.930229464851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260834954914198,0.287061326811137,26.9241618347339,11.930229464851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049
"SJM114","SJM114",4451,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44982798427923,5.57305907502684,6.25873832213398,4.18139156181815,5.25750146609652,12.8738770470459,1584.1700477464,1806.01983105428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44982798427923,5.57305907502684,6.25873832213398,4.18139156181815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44982798427923,5.57305907502684,6.25873832213398,4.18139156181815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TJM319","TJM319",4527,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07757618348002,15.8250937045152,6.97086980410893,3.68413314510565,8.26896526516961,18.5900478802889,924.564339405352,900.224691331649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07757618348002,15.8250937045152,6.97086980410893,3.68413314510565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07757618348002,15.8250937045152,6.97086980410893,3.68413314510565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
